VTI: Vanguard Total Stock Market ETF
Inception Date: 2001-05-31
Fund Holdings as of: 2020-09-29
Total Assets Under Management (in thousands):	161857601
Shares Outstanding: 957228000
Expense Ratio: 0.03%
Tracks This Index: CRSP US Total Market Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VTI


Holding,Symbol,Weighting
Ciena Corp,CIEN,0.0199%
New York Times Co,NYT,0.0199%
IPG Photonics Corp,IPGP,0.0199%
Proofpoint Inc,PFPT,0.0198%
Steel Dynamics Inc,STLD,0.0198%
Encompass Health Corp,EHC,0.0197%
WesBanco Inc,WSBC,0.0196%
Altice USA Inc,ATUS,0.0196%
Northwest Natural Holding Co,NWN,0.0196%
Beyond Meat Inc,BYND,0.0196%
Sealed Air Corp,SEE,0.0195%
Bunge Ltd,BG,0.0195%
Mosaic Co,MOS,0.0195%
ServisFirst Bancshares Inc,SFBS,0.0194%
Deckers Outdoor Corp,DECK,0.0193%
Caesars Entertainment Inc,CZR,0.0193%
Paylocity Holding Corp,PCTY,0.0192%
PRA Health Sciences Inc,PRAH,0.0192%
Regency Centers Corp,REG,0.0192%
Lamar Advertising Co,LAMR,0.0192%
Howmet Aerospace Inc,HWM,0.0192%
CACI International Inc,CACI,0.0191%
ONE Gas Inc,OGS,0.019%
Perrigo Company PLC,PRGO,0.0189%
SPS Commerce Inc,SPSC,0.0189%
LPL Financial Holdings Inc,LPLA,0.0189%
Hill-Rom Holdings Inc,HRC,0.0189%
Molson Coors Beverage Co,TAP,0.0188%
VEREIT Inc,VER,0.0188%
Landstar System Inc,LSTR,0.0187%
Toll Brothers Inc,TOL,0.0187%
National Retail Properties Inc,NNN,0.0187%
Erie Indemnity Co,ERIE,0.0186%
CDK Global Inc,CDK,0.0186%
Commerce Bancshares Inc,CBSH,0.0186%
BWX Technologies Inc,BWXT,0.0186%
Reinsurance Group of America Inc,RGA,0.0186%
Lincoln Electric Holdings Inc,LECO,0.0184%
Polaris Inc,PII,0.0184%
MKS Instruments Inc,MKSI,0.0183%
Twist Bioscience Corp,TWST,0.0182%
ASGN Inc,ASGN,0.0182%
MyoKardia Inc,MYOK,0.0182%
Carnival Corp,CCL,0.0182%
CubeSmart,CUBE,0.0182%
Genpact Ltd,G,0.0181%
Cloudflare Inc,NET,0.018%
Pegasystems Inc,PEGA,0.018%
BJ's Wholesale Club Holdings Inc,BJ,0.0179%
Servicemaster Global Holdings Inc,SERV,0.0179%
Anaplan Inc,PLAN,0.0179%
Axon Enterprise Inc,AAXN,0.0178%
Chesapeake Utilities Corp,CPK,0.0178%
RH,RH,0.0178%
Darling Ingredients Inc,DAR,0.0178%
M&T Bank Corp,MTB,0.0178%
Post Holdings Inc,POST,0.0178%
F.N.B. Corp,FNB,0.0177%
Mohawk Industries Inc,MHK,0.0177%
STAG Industrial Inc,STAG,0.0177%
Comerica Inc,CMA,0.0174%
Tetra Tech Inc,TTEK,0.0174%
Inphi Corp,IPHI,0.0174%
Choice Hotels International Inc,CHH,0.0174%
HanesBrands Inc,HBI,0.0173%
Franklin Resources Inc,BEN,0.0173%
ESCO Technologies Inc,ESE,0.0173%
Enanta Pharmaceuticals Inc,ENTA,0.0172%
SiteOne Landscape Supply Inc,SITE,0.0172%
Lumentum Holdings Inc,LITE,0.0172%
Scotts Miracle-Gro Co,SMG,0.0171%
Lithia Motors Inc,LAD,0.0171%
Athene Holding Ltd,ATH,0.0171%
Dick's Sporting Goods Inc,DKS,0.0169%
Leggett & Platt Inc,LEG,0.0169%
Ingredion Inc,INGR,0.0169%
Associated Banc-Corp,ASB,0.0168%
Rexford Industrial Realty Inc,REXR,0.0168%
Huntington Ingalls Industries Inc,HII,0.0167%
MDU Resources Group Inc,MDU,0.0167%
First Solar Inc,FSLR,0.0167%
First Horizon National Corp,FHN,0.0167%
Novavax Inc,NVAX,0.0166%
Knight-Swift Transportation Holdings Inc,KNX,0.0166%
Ultragenyx Pharmaceutical Inc,RARE,0.0166%
Helen of Troy Ltd,HELE,0.0165%
PTC Therapeutics Inc,PTCT,0.0165%
Nielsen Holdings PLC,NLSN,0.0165%
IAA Inc,IAA,0.0165%
First American Financial Corp,FAF,0.0165%
Kilroy Realty Corp,KRC,0.0165%
Kinsale Capital Group Inc,KNSL,0.0165%
Floor & Decor Holdings Inc,FND,0.0165%
Diamondback Energy Inc,FANG,0.0164%
Brandywine Realty Trust,BDN,0.0164%
Herbalife Nutrition Ltd,HLF,0.0164%
Wyndham Hotels & Resorts Inc,WH,0.0164%
Sonoco Products Co,SON,0.0164%
Jabil Inc,JBL,0.0163%
Gap Inc,GPS,0.0163%
Science Applications International Corp,SAIC,0.0163%
Paramount Group Inc,PGRE,0.0163%
STORE Capital Corp,STOR,0.0163%
Vornado Realty Trust,VNO,0.0162%
Central Garden & Pet Co,CENT,0.0162%
US Foods Holding Corp,USFD,0.0161%
Ollie's Bargain Outlet Holdings Inc,OLLI,0.0161%
German American Bancorp Inc,GABC,0.016%
Neogen Corp,NEOG,0.016%
Cornerstone OnDemand Inc,CSOD,0.016%
American Campus Communities Inc,ACC,0.016%
FLIR Systems Inc,FLIR,0.016%
Lyft Inc,LYFT,0.0159%
DaVita Inc,DVA,0.0159%
Kura Oncology Inc,KURA,0.0159%
East West Bancorp Inc,EWBC,0.0159%
Brunswick Corp,BC,0.0159%
Tradeweb Markets Inc,TW,0.0158%
Regal Beloit Corp,RBC,0.0158%
UGI Corp,UGI,0.0158%
Valley National Bancorp,VLY,0.0158%
Dynatrace Inc,DT,0.0158%
Cathay General Bancorp,CATY,0.0157%
Huntsman Corp,HUN,0.0157%
SYNNEX Corp,SNX,0.0157%
Planet Fitness Inc,PLNT,0.0157%
Blueprint Medicines Corp,BPMC,0.0157%
Rayonier Inc,RYN,0.0156%
National Instruments Corp,NATI,0.0156%
Commercial Metals Co,CMC,0.0156%
Alteryx Inc,AYX,0.0155%
Oshkosh Corp,OSK,0.0155%
First Financial Bankshares Inc,FFIN,0.0155%
Viavi Solutions Inc,VIAV,0.0154%
Starwood Property Trust Inc,STWD,0.0154%
RealPage Inc,RP,0.0154%
Primerica Inc,PRI,0.0154%
Haemonetics Corp,HAE,0.0154%
Hubbell Inc,HUBB,0.0154%
Rli Corp,RLI,0.0154%
PVH Corp,PVH,0.0153%
Eastgroup Properties Inc,EGP,0.0153%
OGE Energy Corp,OGE,0.0153%
FibroGen Inc,FGEN,0.0153%
Redfin Corp,RDFN,0.0153%
Flowers Foods Inc,FLO,0.0153%
American Financial Group Inc,AFG,0.0153%
National General Holdings Corp,NGHC,0.0152%
Great Southern Bancorp Inc,GSBC,0.0152%
Alaska Air Group Inc,ALK,0.0152%
iRhythm Technologies Inc,IRTC,0.0152%
Atmos Energy Corp,ATO,0.0152%
Middleby Corp,MIDD,0.0152%
Exponent Inc,EXPO,0.0151%
Stock Yards Bancorp Inc,SYBT,0.0151%
Silicon Laboratories Inc,SLAB,0.0151%
Healthcare Realty Trust Inc,HR,0.0151%
Meritage Homes Corp,MTH,0.0151%
PacWest Bancorp,PACW,0.0151%
Global Blood Therapeutics Inc,GBT,0.015%
Maximus Inc,MMS,0.015%
Syneos Health Inc,SYNH,0.015%
American Airlines Group Inc,AAL,0.015%
Everbridge Inc,EVBG,0.015%
Korn Ferry,KFY,0.015%
Semtech Corp,SMTC,0.0149%
Cirrus Logic Inc,CRUS,0.0148%
Kimco Realty Corp,KIM,0.0148%
Brooks Automation Inc,BRKS,0.0147%
Invesco Ltd,IVZ,0.0147%
OSI Systems Inc,OSIS,0.0147%
PNM Resources Inc,PNM,0.0146%
FTI Consulting Inc,FCN,0.0146%
Wingstop Inc,WING,0.0146%
Prosperity Bancshares Inc,PB,0.0146%
AGCO Corp,AGCO,0.0146%
Adaptive Biotechnologies Corp,ADPT,0.0145%
Bandwidth Inc,BAND,0.0145%
AutoNation Inc,AN,0.0145%
Axalta Coating Systems Ltd,AXTA,0.0144%
Bill.com Holdings Inc,BILL,0.0144%
NorthWestern Corp,NWE,0.0143%
Arena Pharmaceuticals Inc,ARNA,0.0143%
ACADIA Pharmaceuticals Inc,ACAD,0.0143%
Texas Roadhouse Inc,TXRH,0.0143%
Tapestry Inc,TPR,0.0142%
Freshpet Inc,FRPT,0.0142%
Builders FirstSource Inc,BLDR,0.0142%
HD Supply Holdings Inc,HDS,0.0141%
Euronet Worldwide Inc,EEFT,0.0141%
Q2 Holdings Inc,QTWO,0.0141%
Rush Enterprises Inc,RUSHA,0.014%
New Residential Investment Corp,NRZ,0.0139%
Nevro Corp,NVRO,0.0139%
Mercury Systems Inc,MRCY,0.0139%
Curtiss-Wright Corp,CW,0.0139%
Aaron's Inc,AAN,0.0139%
Atlantic Union Bankshares Corp,AUB,0.0139%
Hope Bancorp Inc,HOPE,0.0138%
QAD Inc,QADB,0.0138%
Federal Realty Investment Trust,FRT,0.0138%
Ashland Global Holdings Inc.,ASH,0.0138%
Apartment Investment and Management Co,AIV,0.0138%
TRI Pointe Group Inc,TPH,0.0138%
Life Storage Inc,LSI,0.0138%
Graco Inc,GGG,0.0138%
Black Hills Corp,BKH,0.0138%
Envestnet Inc,ENV,0.0137%
First Midwest Bancorp Inc,FMBI,0.0137%
Physicians Realty Trust,DOC,0.0137%
Wendys Co,WEN,0.0137%
Neogenomics Inc,NEO,0.0137%
Signature Bank,SBNY,0.0137%
Smartsheet Inc,SMAR,0.0137%
DXC Technology Co,DXC,0.0137%
EMCOR Group Inc,EME,0.0136%
Lattice Semiconductor Corp,LSCC,0.0136%
Louisiana-Pacific Corp,LPX,0.0136%
Globus Medical Inc,GMED,0.0136%
National Fuel Gas Co,NFG,0.0136%
LHC Group Inc,LHCG,0.0135%
Nexstar Media Group Inc,NXST,0.0135%
CoreSite Realty Corp,COR,0.0135%
Saia Inc,SAIA,0.0135%
Kemper Corp,KMPR,0.0135%
Woodward Inc,WWD,0.0135%
Acceleron Pharma Inc,XLRN,0.0134%
National Oilwell Varco Inc,NOV,0.0134%
Iovance Biotherapeutics Inc,IOVA,0.0134%
Allison Transmission Holdings Inc,ALSN,0.0134%
Franklin Electric Co Inc,FELE,0.0134%
Noble Energy Inc,NBL,0.0133%
Dolby Laboratories Inc,DLB,0.0133%
Mattel Inc,MAT,0.0133%
Brady Corp,BRC,0.0133%
Columbia Banking System Inc,COLB,0.0133%
II-VI Inc,IIVI,0.0133%
Schneider National Inc,SNDR,0.0132%
NiSource Inc,NI,0.0132%
Morningstar Inc,MORN,0.0132%
Discovery Inc,DISCA,0.0132%
Bruker Corp,BRKR,0.0132%
PennyMac Financial Services Inc,PFSI,0.0131%
Liveramp Holdings Inc,RAMP,0.0131%
Acuity Brands Inc,AYI,0.0131%
Rush Enterprises Inc,RUSHB,0.0131%
Cullen/Frost Bankers Inc,CFR,0.0131%
ICU Medical Inc,ICUI,0.013%
LivePerson Inc,LPSN,0.013%
Eagle Materials Inc,EXP,0.013%
Valvoline Inc,VVV,0.013%
Graphic Packaging Holding Co,GPK,0.013%
Arrow Electronics Inc,ARW,0.013%
Fulton Financial Corp,FULT,0.0129%
Performance Food Group Co,PFGC,0.0129%
Arrowhead Pharmaceuticals Inc,ARWR,0.0128%
Novanta Inc,NOVT,0.0127%
Hecla Mining Co,HL,0.0127%
Proto Labs Inc,PRLB,0.0127%
Carter's Inc,CRI,0.0127%
Eagle Bancorp Inc,EGBN,0.0126%
Littelfuse Inc,LFUS,0.0126%
Invitae Corp,NVTA,0.0126%
Zillow Group Inc,Z,0.0126%
Lancaster Colony Corp,LANC,0.0126%
Integra Lifesciences Holdings Corp,IART,0.0126%
Hancock Whitney Corp,HWC,0.0126%
Southwest Gas Holdings Inc,SWX,0.0125%
SailPoint Technologies Holdings Inc,SAIL,0.0125%
Jones Lang LaSalle Inc,JLL,0.0125%
KB Home,KBH,0.0125%
Grand Canyon Education Inc,LOPE,0.0125%
Change Healthcare Inc,CHNG,0.0125%
Amerco,UHAL,0.0125%
Stifel Financial Corp,SF,0.0125%
Cannae Holdings Inc,CNNE,0.0124%
Coherent Inc,COHR,0.0124%
Harley-Davidson Inc,HOG,0.0124%
bluebird bio Inc,BLUE,0.0124%
Dropbox Inc,DBX,0.0123%
Terreno Realty Corp,TRNO,0.0123%
Blackline Inc,BL,0.0123%
Palomar Holdings Inc,PLMR,0.0123%
Cogent Communications Holdings Inc,CCOI,0.0122%
Skechers USA Inc,SKX,0.0122%
Pure Storage Inc,PSTG,0.0122%
City Holding Co,CHCO,0.0122%
Foot Locker Inc,FL,0.0122%
MGIC Investment Corp,MTG,0.0122%
Four Corners Property Trust Inc,FCPT,0.0121%
Portland General Electric Co,POR,0.0121%
Halozyme Therapeutics Inc,HALO,0.0121%
Exlservice Holdings Inc,EXLS,0.0121%
Balchem Corp,BCPC,0.0121%
Artisan Partners Asset Management Inc,APAM,0.0121%
Turning Point Therapeutics Inc,TPTX,0.012%
Independent Bank Corp (Massachusetts),INDB,0.012%
Tempur Sealy International Inc,TPX,0.012%
Advanced Drainage Systems Inc,WMS,0.0119%
American States Water Co,AWR,0.0119%
United Bankshares Inc,UBSI,0.0119%
Yeti Holdings Inc,YETI,0.0119%
Interactive Brokers Group Inc,IBKR,0.0119%
Easterly Government Properties Inc,DEA,0.0119%
MSA Safety Inc,MSA,0.0118%
TG Therapeutics Inc,TGTX,0.0118%
Cabot Microelectronics Corp,CCMP,0.0118%
Denali Therapeutics Inc,DNLI,0.0118%
First Industrial Realty Trust Inc,FR,0.0117%
New York Community Bancorp Inc,NYCB,0.0117%
EQT Corp,EQT,0.0117%
Emergent BioSolutions Inc,EBS,0.0117%
Selective Insurance Group Inc,SIGI,0.0117%
Chewy Inc,CHWY,0.0117%
Parsley Energy Inc,PE,0.0117%
Glacier Bancorp Inc,GBCI,0.0116%
Hannon Armstrong Sustainable Infrastructure Capital Inc,HASI,0.0116%
PS Business Parks Inc,PSB,0.0116%
Under Armour Inc,UAA,0.0116%
Vertiv Holdings Co,VRT,0.0115%
Taylor Morrison Home Corp,TMHC,0.0115%
Stamps.Com Inc,STMP,0.0115%
Donaldson Company Inc,DCI,0.0115%
Eaton Vance Corp,EV,0.0115%
Xerox Holdings Corp,XRX,0.0115%
Popular Inc,BPOP,0.0115%
Discovery Inc,DISCK,0.0115%
Flowserve Corp,FLS,0.0115%
RBC Bearings Inc,ROLL,0.0115%
First Commonwealth Financial Corp,FCF,0.0115%
Elastic NV,ESTC,0.0115%
National Vision Holdings Inc,EYE,0.0114%
Select Medical Holdings Corp,SEM,0.0114%
Janus Henderson Group PLC,0RPW,0.0114%
Enstar Group Ltd,ESGR,0.0114%
Essent Group Ltd,ESNT,0.0114%
KBR Inc,KBR,0.0114%
Brixmor Property Group Inc,BRX,0.0114%
AXIS Capital Holdings Ltd,AXS,0.0114%
Ufp Industries Inc,UFPI,0.0113%
Marriott Vacations Worldwide Corp,VAC,0.0113%
Plexus Corp,PLXS,0.0113%
UniFirst Corp,UNF,0.0113%
Aaon Inc,AAON,0.0113%
Columbia Sportswear Co,COLM,0.0113%
Carlyle Group Inc,CG,0.0112%
Chimera Investment Corp,CIM,0.0112%
Armstrong World Industries Inc,AWI,0.0112%
Cousins Properties Inc,CUZ,0.0112%
Chemours Co,CC,0.0112%
Agree Realty Corp,ADC,0.0112%
MDC Holdings Inc,MDC,0.0112%
Rexnord Corp,RXN,0.0111%
MGE Energy Inc,MGEE,0.0111%
Marathon Oil Corp,MRO,0.0111%
Healthequity Inc,HQY,0.0111%
Workiva Inc,WK,0.0111%
Avangrid Inc,AGR,0.0111%
PotlatchDeltic Corp,PCH,0.0111%
Primo Water Corp (MISSISSAUGA),PRMW,0.0111%
Shenandoah Telecommunications Co,SHEN,0.0111%
Omnicell Inc,OMCL,0.0111%
j2 Global Inc,JCOM,0.011%
Insmed Inc,INSM,0.011%
Fate Therapeutics Inc,FATE,0.011%
NU Skin Enterprises Inc,NUS,0.011%
Investors Bancorp Inc,ISBC,0.011%
SL Green Realty Corp,SLG,0.011%
California Water Service Group,CWT,0.011%
Worthington Industries Inc,WOR,0.0109%
Norwegian Cruise Line Holdings Ltd,NCLH,0.0109%
Plug Power Inc,PLUG,0.0109%
Vishay Intertechnology Inc,VSH,0.0109%
Frontdoor Inc,FTDR,0.0109%
Silgan Holdings Inc,SLGN,0.0109%
Arconic Corp (PITTSBURGH),ARNC,0.0109%
National Health Investors Inc,NHI,0.0108%
Qurate Retail Inc,QRTEA,0.0108%
Nutanix Inc,NTNX,0.0107%
Natera Inc,NTRA,0.0107%
Targa Resources Corp,TRGP,0.0107%
Allegiant Travel Co,ALGT,0.0107%
Installed Building Products Inc,IBP,0.0107%
Envista Holdings Corp,NVST,0.0107%
JetBlue Airways Corp,JBLU,0.0107%
Trupanion Inc,TRUP,0.0107%
Voya Financial Inc,VOYA,0.0107%
Unum Group,UNM,0.0107%
SolarWinds Corp,SWI,0.0107%
ABM Industries Inc,ABM,0.0107%
Hudson Pacific Properties Inc,HPP,0.0106%
Devon Energy Corp,DVN,0.0106%
BMC Stock Holdings Inc,BMCH,0.0106%
John Bean Technologies Corp,JBT,0.0106%
Casella Waste Systems Inc,CWST,0.0106%
Ensign Group Inc,ENSG,0.0106%
People's United Financial Inc,PBCT,0.0106%
Workhorse Group Inc,WKHS,0.0106%
National Research Corp,NRC,0.0105%
Hain Celestial Group Inc,HAIN,0.0105%
Blackbaud Inc,BLKB,0.0105%
CVB Financial Corp,CVBF,0.0105%
Cryoport Inc,CYRX,0.0104%
Spire Inc,SR,0.0103%
STAAR Surgical Co,STAA,0.0103%
ACI Worldwide Inc,ACIW,0.0103%
Houlihan Lokey Inc,HLI,0.0103%
H & R Block Inc,HRB,0.0103%
Lexington Realty Trust,LXP,0.0103%
Perspecta Inc,PRSP,0.0103%
Safehold Inc,SAFE,0.0103%
Aimmune Therapeutics Inc,AIMT,0.0102%
Jefferies Financial Group Inc,JEF,0.0102%
Apache Corp,APA,0.0102%
Merit Medical Systems Inc,MMSI,0.0102%
Navistar International Corp,NAV,0.0102%
Valmont Industries Inc,VMI,0.0102%
Altra Industrial Motion Corp,AIMC,0.0102%
Two Harbors Investment Corp,TWO,0.0101%
FormFactor Inc,FORM,0.0101%
NewMarket Corp,NEU,0.0101%
Gibraltar Industries Inc,ROCK,0.0101%
Green Dot Corp,GDOT,0.0101%
MFA Financial Inc,MFA,0.0101%
Intra-Cellular Therapies Inc,ITCI,0.0101%
Nektar Therapeutics,NKTR,0.0101%
LGI Homes Inc,LGIH,0.0101%
Middlesex Water Co,MSEX,0.01%
Ralph Lauren Corp,RL,0.01%
Colfax Corp,CFX,0.01%
Thor Industries Inc,THO,0.01%
MSC Industrial Direct Co Inc,MSM,0.01%
National Storage Affiliates Trust,NSA,0.01%
Advanced Energy Industries Inc,AEIS,0.01%
WD-40 Co,WDFC,0.01%
Element Solutions Inc,ESI,0.0099%
Idacorp Inc,IDA,0.0099%
EnerSys,ENS,0.0099%
Kohls Corp,KSS,0.0099%
Clean Harbors Inc,CLH,0.0099%
Matson Inc,MATX,0.0099%
HollyFrontier Corp,HFC,0.0099%
Medpace Holdings Inc,MEDP,0.0099%
Madison Square Garden Sports Corp,MSGS,0.0099%
Bank Ozk,OZK,0.0098%
Corporate Office Properties Trust,OFC,0.0098%
Churchill Downs Inc,CHDN,0.0098%
Medallia Inc,MDLA,0.0098%
Credit Acceptance Corp,CACC,0.0098%
Hanover Insurance Group Inc,THG,0.0098%
TriNet Group Inc,TNET,0.0098%
Ambarella Inc,AMBA,0.0098%
Aerojet Rocketdyne Holdings Inc,AJRD,0.0098%
Air Lease Corp,AL,0.0097%
Old National Bancorp,ONB,0.0097%
Minerals Technologies Inc,MTX,0.0097%
PRA Group Inc,PRAA,0.0097%
Wyndham Destinations Inc,WYND,0.0096%
New Relic Inc,NEWR,0.0096%
Synovus Financial Corp,SNV,0.0096%
Teradata Corp,TDC,0.0096%
Western Alliance Bancorp,WAL,0.0096%
Penske Automotive Group Inc,PAG,0.0096%
Lazard Ltd,LAZ,0.0096%
AMN Healthcare Services Inc,AMN,0.0096%
Conmed Corp,CNMD,0.0096%
Innovative Industrial Properties Inc,IIPR,0.0096%
Cloudera Inc,CLDR,0.0095%
Vonage Holdings Corp,VG,0.0095%
SPX Corp,SPXC,0.0095%
Radian Group Inc,RDN,0.0095%
PriceSmart Inc,PSMT,0.0095%
Avnet Inc,AVT,0.0095%
nVent Electric PLC,NVT,0.0095%
Ares Management Corp,ARES,0.0095%
New York Mortgage Trust Inc,NYMT,0.0094%
Westamerica Bancorp,WABC,0.0094%
Comfort Systems USA Inc,FIX,0.0094%
Graham Holdings Co,GHC,0.0094%
Quaker Chemical Corp,KWR,0.0094%
Tegna Inc,TGNA,0.0093%
Aptargroup Inc,ATR,0.0093%
Covetrus Inc,CVET,0.0093%
LCI Industries,LCII,0.0093%
Insight Enterprises Inc,NSIT,0.0093%
American Equity Investment Life Holding Co,AEL,0.0093%
Sanmina Corp,SANM,0.0093%
Otter Tail Corp,OTTR,0.0092%
Spirit Realty Capital Inc,SRC,0.0092%
Apellis Pharmaceuticals Inc,APLS,0.0092%
Maxlinear Inc,MXL,0.0092%
Westlake Chemical Corp,WLK,0.0092%
Avaya Holdings Corp,AVYA,0.0092%
Sabra Health Care REIT Inc,SBRA,0.0092%
ChemoCentryx Inc,CCXI,0.0092%
Box Inc,BOX,0.0092%
Appfolio Inc,APPF,0.0091%
NCR Corp,NCR,0.0091%
Applied Industrial Technologies Inc,AIT,0.0091%
Papa John's International Inc,PZZA,0.0091%
Brighthouse Financial Inc,BHF,0.0091%
Patrick Industries Inc,PATK,0.0091%
Asbury Automotive Group Inc,ABG,0.009%
Lions Gate Entertainment Corp,LGF.B,0.009%
Vivint Solar Inc,VSLR,0.009%
Chart Industries Inc,GTLS,0.009%
Barnes Group Inc,B,0.009%
MasTec Inc,MTZ,0.009%
New Jersey Resources Corp,NJR,0.009%
GATX Corp,GATX,0.009%
Ryder System Inc,R,0.009%
Badger Meter Inc,BMI,0.009%
ManpowerGroup Inc,MAN,0.009%
NuVasive Inc,NUVA,0.009%
Moog Inc,MOG.A,0.009%
Boyd Gaming Corp,BYD,0.0089%
Madison Square Garden Entertainment Corp,MSGE,0.0089%
Ameris Bancorp,ABCB,0.0089%
Crocs Inc,CROX,0.0089%
Capitol Federal Financial Inc,CFFN,0.0089%
Pinnacle Financial Partners Inc,PNFP,0.0089%
Progress Software Corp,PRGS,0.0089%
Webster Financial Corp,WBS,0.0088%
EPR Properties,EPR,0.0088%
Itron Inc,ITRI,0.0088%
FireEye Inc,FEYE,0.0088%
South Jersey Industries Inc,SJI,0.0088%
Premier Inc,PINC,0.0088%
Cracker Barrel Old Country Store Inc,CBRL,0.0088%
Kennametal Inc,KMT,0.0088%
PennyMac Mortgage Investment Trust,PMT,0.0087%
Ironwood Pharmaceuticals Inc,IRWD,0.0087%
Wolverine World Wide Inc,WWW,0.0087%
First Financial Bancorp,FFBC,0.0087%
Ormat Technologies Inc,ORA,0.0087%
Energizer Holdings Inc,ENR,0.0086%
Arcosa Inc,ACA,0.0086%
Univar Solutions Inc,UNVR,0.0086%
Cimarex Energy Co,XEC,0.0086%
Avista Corp,AVA,0.0086%
Fabrinet,FN,0.0086%
Community Bank System Inc,CBU,0.0086%
Capri Holdings Ltd,CPRI,0.0086%
Avient Corp,AVNT,0.0086%
HNI Corp,HNI,0.0086%
TCF Financial Corp,TCF,0.0085%
Trinity Industries Inc,TRN,0.0085%
Extended Stay America Inc,STAY,0.0085%
InterDigital Inc,IDCC,0.0085%
Northwest Bancshares Inc,NWBI,0.0085%
Evertec Inc,EVTC,0.0085%
Kennedy-Wilson Holdings Inc,KW,0.0085%
Willscot Mobile Mini Holdings Corp,WSC,0.0085%
Insperity Inc,NSP,0.0085%
Sanderson Farms Inc,SAFM,0.0085%
John Wiley & Sons Inc,JW.A,0.0085%
Pacira Biosciences Inc,PCRX,0.0084%
Iridium Communications Inc,IRDM,0.0084%
Spectrum Brands Holdings Inc,SPB,0.0084%
J & J Snack Foods Corp,JJSF,0.0084%
Dorman Products Inc,DORM,0.0084%
Integer Holdings Corp,ITGR,0.0083%
Overstock.com Inc,OSTK,0.0083%
HMS Holdings Corp,HMSY,0.0083%
Cabot Corp,CBT,0.0083%
Allogene Therapeutics Inc,ALLO,0.0083%
Global Net Lease Inc,GNL,0.0083%
Rapid7 Inc,RPD,0.0083%
Reynolds Consumer Products Inc,REYN,0.0083%
Fox Factory Holding Corp,FOXF,0.0083%
Horace Mann Educators Corp,HMN,0.0083%
TreeHouse Foods Inc,THS,0.0083%
Herman Miller Inc,MLHR,0.0083%
Industrial Logistics Properties Trust,ILPT,0.0083%
Appian Corp,APPN,0.0082%
Schrodinger Inc,SDGR,0.0082%
Renasant Corp,RNST,0.0082%
Wesco International Inc,WCC,0.0082%
Domtar Corp,UFS,0.0082%
Beacon Roofing Supply Inc,BECN,0.0082%
W R Grace & Co,GRA,0.0082%
Federated Hermes Inc,FHI,0.0081%
SPX FLOW Inc,FLOW,0.0081%
Howard Hughes Corp,HHC,0.0081%
Range Resources Corp,RRC,0.0081%
JELD-WEN Holding Inc,JELD,0.008%
Hawaiian Electric Industries Inc,HE,0.008%
BioTelemetry Inc,BEAT,0.008%
Blackstone Mortgage Trust Inc,BXMT,0.008%
Virtu Financial Inc,VIRT,0.008%
HB Fuller Co,FUL,0.0079%
Federal Signal Corp,FSS,0.0079%
Patterson Companies Inc,PDCO,0.0079%
ViaSat Inc,VSAT,0.0079%
Hexcel Corp,HXL,0.0079%
Tenet Healthcare Corp,THC,0.0079%
Nikola Corporation,NKLA,0.0079%
Washington Federal Inc,WAFD,0.0078%
Hub Group Inc,HUBG,0.0078%
McGrath RentCorp,MGRC,0.0078%
Bottomline Technologies (DE) Inc,EPAY,0.0078%
BOK Financial Corp,BOKF,0.0078%
Reata Pharmaceuticals Inc,RETA,0.0078%
Model N Inc,MODN,0.0078%
Inspire Medical Systems Inc,INSP,0.0077%
Mueller Water Products Inc,MWA,0.0077%
Sprouts Farmers Market Inc,SFM,0.0077%
Taubman Centers Inc,TCO,0.0077%
JBG SMITH Properties,JBGS,0.0077%
Kite Realty Group Trust,KRG,0.0077%
Compass Minerals International Inc,CMP,0.0077%
Scientific Games Corp,SGMS,0.0077%
Super Micro Computer Inc,SMCI,0.0076%
Navient Corp,NAVI,0.0076%
Callaway Golf Co,ELY,0.0076%
Medifast Inc,MED,0.0076%
Allakos Inc,ALLK,0.0076%
South State Corp,SSB,0.0076%
Qualys Inc,QLYS,0.0076%
Forward Air Corp,FWRD,0.0075%
PPD Inc,PPD,0.0075%
Acadia Healthcare Company Inc,ACHC,0.0075%
Evercore Inc,EVR,0.0075%
Amkor Technology Inc,AMKR,0.0075%
First Hawaiian Inc,FHB,0.0074%
Avanos Medical Inc,AVNS,0.0074%
Cytokinetics Inc,CYTK,0.0074%
WSFS Financial Corp,WSFS,0.0074%
Wintrust Financial Corp,WTFC,0.0074%
LTC Properties Inc,LTC,0.0074%
Telephone and Data Systems Inc,TDS,0.0074%
Tripadvisor Inc,TRIP,0.0074%
Walker & Dunlop Inc,WD,0.0073%
Uniti Group Inc,UNIT,0.0073%
Alarm.com Holdings Inc,ALRM,0.0073%
SVMK Inc,SVMK,0.0073%
Mueller Industries Inc,MLI,0.0073%
CSG Systems International Inc,CSGS,0.0073%
Deciphera Pharmaceuticals Inc,DCPH,0.0073%
Moelis & Co,MC,0.0073%
QTS Realty Trust Inc,QTS,0.0072%
Enerpac Tool Group Corp,EPAC,0.0072%
WPX Energy Inc,WPX,0.0072%
Air Transport Services Group Inc,ATSG,0.0072%
American Eagle Outfitters Inc,AEO,0.0072%
Apple Hospitality REIT Inc,APLE,0.0072%
